row	family	params	carrier	laws_satisfied
3198	twist/M3^k	base3#296 k=2 shifts=(1,1)	finite:9	18
3199	twist/M3^k	base3#296 k=3 shifts=(1,0)	finite:27	8
3200	twist/M3^k	base3#296 k=3 shifts=(1,1)	finite:27	5
3201	twist/M3^k	base3#297 k=2 shifts=(0,0)	finite:9	79
3202	twist/M3^k	base3#298 k=2 shifts=(0,0)	finite:9	7
3203	twist/M3^k	base3#299 k=2 shifts=(0,0)	finite:9	3
3204	twist/M3^k	base3#302 k=2 shifts=(0,0)	finite:9	3
3205	twist/M3^k	base3#304 k=2 shifts=(0,0)	finite:9	4
3206	twist/M3^k	base3#305 k=2 shifts=(0,0)	finite:9	4
3207	twist/M3^k	base3#306 k=2 shifts=(0,0)	finite:9	26
3208	twist/M3^k	base3#307 k=2 shifts=(0,0)	finite:9	6
3209	twist/M3^k	base3#309 k=2 shifts=(0,0)	finite:9	10
3210	twist/M3^k	base3#310 k=2 shifts=(0,0)	finite:9	8
3211	twist/M3^k	base3#311 k=2 shifts=(0,0)	finite:9	18
3212	twist/M3^k	base3#312 k=2 shifts=(0,0)	finite:9	19
3213	twist/M3^k	base3#312 k=2 shifts=(1,0)	finite:9	5
3214	twist/M3^k	base3#313 k=2 shifts=(0,0)	finite:9	120
3215	twist/M3^k	base3#313 k=2 shifts=(1,0)	finite:9	12
3216	twist/M3^k	base3#314 k=2 shifts=(0,0)	finite:9	13
3217	twist/M3^k	base3#314 k=2 shifts=(1,0)	finite:9	5
3218	twist/M3^k	base3#315 k=2 shifts=(0,0)	finite:9	10
3219	twist/M3^k	base3#316 k=2 shifts=(0,0)	finite:9	41
3220	twist/M3^k	base3#317 k=2 shifts=(0,0)	finite:9	9
3221	twist/M3^k	base3#318 k=2 shifts=(0,0)	finite:9	13
3222	twist/M3^k	base3#319 k=2 shifts=(0,0)	finite:9	19
3223	twist/M3^k	base3#320 k=2 shifts=(0,0)	finite:9	15
3224	twist/M3^k	base3#321 k=2 shifts=(0,0)	finite:9	7
3225	twist/M3^k	base3#322 k=2 shifts=(0,0)	finite:9	6
3226	twist/M3^k	base3#323 k=2 shifts=(0,0)	finite:9	3
3227	twist/M3^k	base3#325 k=2 shifts=(0,0)	finite:9	7
3228	twist/M3^k	base3#326 k=2 shifts=(0,0)	finite:9	6
3229	twist/M3^k	base3#328 k=2 shifts=(0,0)	finite:9	7
3230	twist/M3^k	base3#331 k=2 shifts=(0,0)	finite:9	7
3231	twist/M3^k	base3#332 k=2 shifts=(0,0)	finite:9	6
3232	twist/M3^k	base3#333 k=2 shifts=(0,0)	finite:9	9
3233	twist/M3^k	base3#337 k=2 shifts=(0,0)	finite:9	4
3234	twist/M3^k	base3#338 k=2 shifts=(0,0)	finite:9	3
3235	twist/M3^k	base3#341 k=2 shifts=(0,0)	finite:9	5
3236	twist/M3^k	base3#342 k=2 shifts=(0,0)	finite:9	5
3237	twist/M3^k	base3#344 k=2 shifts=(0,0)	finite:9	5
3238	twist/M3^k	base3#345 k=2 shifts=(0,0)	finite:9	7
3239	twist/M3^k	base3#346 k=2 shifts=(0,0)	finite:9	9
3240	twist/M3^k	base3#347 k=2 shifts=(0,0)	finite:9	8
3241	twist/M3^k	base3#349 k=2 shifts=(0,0)	finite:9	132
3242	twist/M3^k	base3#349 k=2 shifts=(0,1)	finite:9	25
3243	twist/M3^k	base3#350 k=2 shifts=(0,0)	finite:9	19
3244	twist/M3^k	base3#351 k=2 shifts=(0,0)	finite:9	39
3245	twist/M3^k	base3#352 k=2 shifts=(0,0)	finite:9	11
3246	twist/M3^k	base3#353 k=2 shifts=(0,0)	finite:9	37
3247	twist/M3^k	base3#354 k=2 shifts=(0,0)	finite:9	40
3248	twist/M3^k	base3#355 k=2 shifts=(0,0)	finite:9	81
3249	twist/M3^k	base3#356 k=2 shifts=(0,0)	finite:9	81
3250	twist/M3^k	base3#356 k=2 shifts=(1,0)	finite:9	11
3251	twist/M3^k	base3#357 k=2 shifts=(0,0)	finite:9	281
3252	twist/M3^k	base3#358 k=2 shifts=(0,0)	finite:9	111
3253	twist/M3^k	base3#358 k=2 shifts=(0,1)	finite:9	88
3254	twist/M3^k	base3#358 k=2 shifts=(1,0)	finite:9	24
3255	twist/M3^k	base3#358 k=2 shifts=(1,1)	finite:9	39
3256	twist/M3^k	base3#358 k=3 shifts=(0,1)	finite:27	11
3257	twist/M3^k	base3#358 k=3 shifts=(1,1)	finite:27	16
3258	twist/M3^k	base3#358 k=3 shifts=(1,2)	finite:27	9
3259	twist/M3^k	base3#358 k=4 shifts=(0,1)	finite:81	26
3260	twist/M3^k	base3#359 k=2 shifts=(0,0)	finite:9	77
3261	twist/M3^k	base3#359 k=2 shifts=(0,1)	finite:9	9
3262	twist/M3^k	base3#360 k=2 shifts=(0,0)	finite:9	151
3263	twist/M3^k	base3#360 k=2 shifts=(0,1)	finite:9	25
3264	twist/M3^k	base3#360 k=2 shifts=(1,0)	finite:9	8
3265	twist/M3^k	base3#360 k=3 shifts=(0,1)	finite:27	10
3266	twist/M3^k	base3#360 k=3 shifts=(1,2)	finite:27	13
3267	twist/M3^k	base3#361 k=2 shifts=(0,0)	finite:9	148
3268	twist/M3^k	base3#361 k=2 shifts=(0,1)	finite:9	24
3269	twist/M3^k	base3#362 k=2 shifts=(0,0)	finite:9	81
3270	twist/M3^k	base3#362 k=2 shifts=(0,1)	finite:9	11
3271	twist/M3^k	base3#363 k=2 shifts=(0,0)	finite:9	279
3272	twist/M3^k	base3#364 k=3 shifts=(0,1)	finite:27	13
3273	twist/M3^k	base3#365 k=2 shifts=(0,0)	finite:9	35
3274	twist/M3^k	base3#366 k=2 shifts=(0,0)	finite:9	12
3275	twist/M3^k	base3#366 k=2 shifts=(1,1)	finite:9	8
3276	twist/M3^k	base3#367 k=2 shifts=(0,0)	finite:9	93
3277	twist/M3^k	base3#367 k=2 shifts=(0,1)	finite:9	11
3278	twist/M3^k	base3#367 k=2 shifts=(1,0)	finite:9	11
3279	twist/M3^k	base3#367 k=3 shifts=(1,2)	finite:27	21
3280	twist/M3^k	base3#368 k=2 shifts=(0,0)	finite:9	46
3281	twist/M3^k	base3#369 k=2 shifts=(0,0)	finite:9	28
3282	twist/M3^k	base3#369 k=2 shifts=(0,1)	finite:9	11
3283	twist/M3^k	base3#370 k=2 shifts=(0,0)	finite:9	17
3284	twist/M3^k	base3#371 k=2 shifts=(0,0)	finite:9	67
3285	twist/M3^k	base3#372 k=2 shifts=(0,0)	finite:9	20
3286	twist/M3^k	base3#373 k=2 shifts=(0,0)	finite:9	19
3287	twist/M3^k	base3#374 k=2 shifts=(0,0)	finite:9	34
3288	twist/M3^k	base3#377 k=2 shifts=(0,0)	finite:9	2
3289	twist/M3^k	base3#380 k=2 shifts=(0,0)	finite:9	6
3290	twist/M3^k	base3#382 k=2 shifts=(0,0)	finite:9	10
3291	twist/M3^k	base3#383 k=2 shifts=(0,0)	finite:9	13
3292	twist/M3^k	base3#383 k=2 shifts=(0,1)	finite:9	10
3293	twist/M3^k	base3#384 k=2 shifts=(0,0)	finite:9	10
3294	twist/M3^k	base3#384 k=2 shifts=(0,1)	finite:9	5
3295	twist/M3^k	base3#385 k=2 shifts=(0,0)	finite:9	5
3296	twist/M3^k	base3#385 k=2 shifts=(0,1)	finite:9	3
3297	twist/M3^k	base3#386 k=2 shifts=(0,0)	finite:9	5
3298	twist/M3^k	base3#387 k=2 shifts=(0,0)	finite:9	10
3299	twist/M3^k	base3#388 k=2 shifts=(0,0)	finite:9	6
3300	twist/M3^k	base3#388 k=2 shifts=(0,1)	finite:9	5
3301	twist/M3^k	base3#389 k=2 shifts=(0,0)	finite:9	6
3302	twist/M3^k	base3#390 k=2 shifts=(0,0)	finite:9	8
3303	twist/M3^k	base3#391 k=2 shifts=(0,0)	finite:9	6
3304	twist/M3^k	base3#392 k=2 shifts=(0,0)	finite:9	8
3305	twist/M3^k	base3#393 k=2 shifts=(0,0)	finite:9	112
3306	twist/M3^k	base3#394 k=2 shifts=(0,0)	finite:9	10
3307	twist/M3^k	base3#395 k=2 shifts=(0,0)	finite:9	32
3308	twist/M3^k	base3#396 k=2 shifts=(0,0)	finite:9	5
3309	twist/M3^k	base3#397 k=2 shifts=(0,0)	finite:9	24
3310	twist/M3^k	base3#398 k=2 shifts=(0,0)	finite:9	26
3311	twist/M3^k	base3#399 k=2 shifts=(0,0)	finite:9	44
3312	twist/M3^k	base3#399 k=2 shifts=(1,1)	finite:9	22
3313	twist/M3^k	base3#400 k=2 shifts=(0,0)	finite:9	75
3314	twist/M3^k	base3#401 k=2 shifts=(0,0)	finite:9	62
3315	twist/M3^k	base3#402 k=2 shifts=(0,0)	finite:9	71
3316	twist/M3^k	base3#403 k=2 shifts=(0,0)	finite:9	73
3317	twist/M3^k	base3#404 k=2 shifts=(0,0)	finite:9	3
3318	twist/M3^k	base3#405 k=2 shifts=(0,0)	finite:9	23
3319	twist/M3^k	base3#406 k=2 shifts=(0,0)	finite:9	10
3320	twist/M3^k	base3#407 k=2 shifts=(0,0)	finite:9	25
3321	twist/M3^k	base3#408 k=2 shifts=(0,0)	finite:9	27
3322	twist/M3^k	base3#409 k=2 shifts=(0,0)	finite:9	23
3323	twist/M3^k	base3#410 k=2 shifts=(0,0)	finite:9	15
3324	twist/M3^k	base3#411 k=2 shifts=(0,0)	finite:9	36
3325	twist/M3^k	base3#412 k=2 shifts=(0,0)	finite:9	24
3326	twist/M3^k	base3#413 k=2 shifts=(0,0)	finite:9	14
3327	twist/M3^k	base3#414 k=2 shifts=(0,0)	finite:9	12
3328	twist/M3^k	base3#415 k=2 shifts=(0,0)	finite:9	10
3329	twist/M3^k	base3#416 k=2 shifts=(0,0)	finite:9	11
3330	twist/M3^k	base3#417 k=2 shifts=(0,0)	finite:9	10
3331	twist/M3^k	base3#418 k=2 shifts=(0,0)	finite:9	14
3332	twist/M3^k	base3#419 k=2 shifts=(0,0)	finite:9	14
3333	twist/M3^k	base3#420 k=2 shifts=(0,0)	finite:9	19
3334	twist/M3^k	base3#421 k=2 shifts=(0,0)	finite:9	23
3335	twist/M3^k	base3#421 k=2 shifts=(0,1)	finite:9	5
3336	twist/M3^k	base3#422 k=2 shifts=(0,0)	finite:9	15
3337	twist/M3^k	base3#423 k=2 shifts=(0,0)	finite:9	12
3338	twist/M3^k	base3#424 k=2 shifts=(0,0)	finite:9	21
3339	twist/M3^k	base3#426 k=2 shifts=(0,0)	finite:9	19
3340	twist/M3^k	base3#427 k=2 shifts=(0,0)	finite:9	37
3341	twist/M3^k	base3#428 k=2 shifts=(0,0)	finite:9	14
3342	twist/M3^k	base3#429 k=2 shifts=(0,0)	finite:9	15
3343	twist/M3^k	base3#430 k=2 shifts=(0,0)	finite:9	116
3344	twist/M3^k	base3#431 k=2 shifts=(0,0)	finite:9	9
3345	twist/M3^k	base3#432 k=2 shifts=(0,0)	finite:9	31
3346	twist/M3^k	base3#433 k=2 shifts=(0,0)	finite:9	6
3347	twist/M3^k	base3#434 k=2 shifts=(0,0)	finite:9	25
3348	twist/M3^k	base3#436 k=2 shifts=(0,0)	finite:9	61
3349	twist/M3^k	base3#438 k=2 shifts=(0,0)	finite:9	37
3350	twist/M3^k	base3#438 k=2 shifts=(0,1)	finite:9	10
3351	twist/M3^k	base3#439 k=2 shifts=(0,0)	finite:9	61
3352	twist/M3^k	base3#441 k=2 shifts=(0,0)	finite:9	69
3353	twist/M3^k	base3#442 k=2 shifts=(0,0)	finite:9	77
3354	twist/M3^k	base3#443 k=2 shifts=(0,0)	finite:9	5
3355	twist/M3^k	base3#444 k=2 shifts=(0,0)	finite:9	19
3356	twist/M3^k	base3#445 k=2 shifts=(0,0)	finite:9	4
3357	twist/M3^k	base3#446 k=2 shifts=(0,0)	finite:9	25
3358	twist/M3^k	base3#447 k=2 shifts=(0,0)	finite:9	32
3359	twist/M3^k	base3#448 k=2 shifts=(0,0)	finite:9	22
3360	twist/M3^k	base3#449 k=2 shifts=(0,0)	finite:9	16
3361	twist/M3^k	base3#450 k=2 shifts=(0,0)	finite:9	20
3362	twist/M3^k	base3#451 k=2 shifts=(0,0)	finite:9	41
3363	twist/M3^k	base3#452 k=2 shifts=(0,0)	finite:9	25
3364	twist/M3^k	base3#453 k=2 shifts=(0,0)	finite:9	16
3365	twist/M3^k	base3#454 k=2 shifts=(0,0)	finite:9	18
3366	twist/M3^k	base3#455 k=2 shifts=(0,0)	finite:9	33
3367	twist/M3^k	base3#456 k=2 shifts=(0,0)	finite:9	16
3368	twist/M3^k	base3#458 k=2 shifts=(0,0)	finite:9	4
3369	twist/M3^k	base3#461 k=2 shifts=(0,0)	finite:9	5
3370	twist/M3^k	base3#463 k=2 shifts=(0,0)	finite:9	14
3371	twist/M3^k	base3#464 k=2 shifts=(0,0)	finite:9	13
3372	twist/M3^k	base3#464 k=2 shifts=(0,1)	finite:9	8
3373	twist/M3^k	base3#465 k=2 shifts=(0,0)	finite:9	8
3374	twist/M3^k	base3#466 k=2 shifts=(0,0)	finite:9	3
3375	twist/M3^k	base3#467 k=2 shifts=(0,0)	finite:9	11
3376	twist/M3^k	base3#467 k=2 shifts=(0,1)	finite:9	5
3377	twist/M3^k	base3#468 k=2 shifts=(0,0)	finite:9	8
3378	twist/M3^k	base3#469 k=2 shifts=(0,0)	finite:9	7
3379	twist/M3^k	base3#470 k=2 shifts=(0,0)	finite:9	6
3380	twist/M3^k	base3#471 k=2 shifts=(0,0)	finite:9	10
3381	twist/M3^k	base3#472 k=2 shifts=(0,0)	finite:9	5
3382	twist/M3^k	base3#473 k=2 shifts=(0,0)	finite:9	493
3383	twist/M3^k	base3#473 k=2 shifts=(0,1)	finite:9	174
3384	twist/M3^k	base3#473 k=2 shifts=(1,0)	finite:9	119
3385	twist/M3^k	base3#473 k=2 shifts=(1,1)	finite:9	428
3386	twist/M3^k	base3#473 k=3 shifts=(1,1)	finite:27	418
3387	twist/M3^k	base3#474 k=2 shifts=(0,0)	finite:9	25
3388	twist/M3^k	base3#475 k=2 shifts=(0,0)	finite:9	14
3389	twist/M3^k	base3#476 k=2 shifts=(0,0)	finite:9	96
3390	twist/M3^k	base3#476 k=2 shifts=(1,1)	finite:9	85
3391	twist/M3^k	base3#477 k=2 shifts=(0,0)	finite:9	10
3392	twist/M3^k	base3#478 k=2 shifts=(0,0)	finite:9	64
3393	twist/M3^k	base3#478 k=2 shifts=(1,0)	finite:9	9
3394	twist/M3^k	base3#479 k=2 shifts=(0,0)	finite:9	27
3395	twist/M3^k	base3#479 k=2 shifts=(1,0)	finite:9	26
3396	twist/M3^k	base3#479 k=3 shifts=(1,0)	finite:27	11
3397	twist/M3^k	base3#480 k=2 shifts=(0,0)	finite:9	60
3398	twist/M3^k	base3#480 k=2 shifts=(1,1)	finite:9	56
3399	twist/M3^k	base3#481 k=2 shifts=(0,0)	finite:9	112
3400	twist/M3^k	base3#482 k=2 shifts=(0,0)	finite:9	10
3401	twist/M3^k	base3#483 k=2 shifts=(0,0)	finite:9	216
3402	twist/M3^k	base3#483 k=2 shifts=(1,0)	finite:9	19
3403	twist/M3^k	base3#483 k=2 shifts=(1,1)	finite:9	66
3404	twist/M3^k	base3#484 k=2 shifts=(0,0)	finite:9	68
3405	twist/M3^k	base3#484 k=2 shifts=(1,0)	finite:9	33
3406	twist/M3^k	base3#485 k=2 shifts=(0,0)	finite:9	40
3407	twist/M3^k	base3#486 k=2 shifts=(0,0)	finite:9	8
3408	twist/M3^k	base3#487 k=2 shifts=(0,0)	finite:9	36
3409	twist/M3^k	base3#488 k=2 shifts=(0,0)	finite:9	25
3410	twist/M3^k	base3#491 k=2 shifts=(0,0)	finite:9	24
3411	twist/M3^k	base3#495 k=2 shifts=(0,0)	finite:9	32
3412	twist/M3^k	base3#497 k=2 shifts=(0,0)	finite:9	14
3413	twist/M3^k	base3#498 k=2 shifts=(0,0)	finite:9	49
3414	twist/M3^k	base3#498 k=2 shifts=(0,1)	finite:9	24
3415	twist/M3^k	base3#498 k=2 shifts=(1,0)	finite:9	44
3416	twist/M3^k	base3#498 k=3 shifts=(1,0)	finite:27	42
3417	twist/M3^k	base3#499 k=2 shifts=(0,0)	finite:9	23
3418	twist/M3^k	base3#500 k=2 shifts=(0,0)	finite:9	24
3419	twist/M3^k	base3#501 k=2 shifts=(0,0)	finite:9	7
3420	twist/M3^k	base3#502 k=2 shifts=(0,0)	finite:9	9
3421	twist/M3^k	base3#503 k=2 shifts=(0,0)	finite:9	27
3422	twist/M3^k	base3#504 k=2 shifts=(0,0)	finite:9	5
3423	twist/M3^k	base3#505 k=2 shifts=(0,0)	finite:9	5
3424	twist/M3^k	base3#506 k=2 shifts=(0,0)	finite:9	5
3425	twist/M3^k	base3#507 k=2 shifts=(0,0)	finite:9	7
3426	twist/M3^k	base3#508 k=2 shifts=(0,0)	finite:9	7
3427	twist/M3^k	base3#508 k=2 shifts=(1,0)	finite:9	3
3428	twist/M3^k	base3#509 k=2 shifts=(0,0)	finite:9	4
3429	twist/M3^k	base3#510 k=2 shifts=(0,0)	finite:9	14
3430	twist/M3^k	base3#511 k=2 shifts=(0,0)	finite:9	12
3431	twist/M3^k	base3#512 k=2 shifts=(0,0)	finite:9	23
3432	twist/M3^k	base3#512 k=2 shifts=(1,0)	finite:9	5
3433	twist/M3^k	base3#513 k=2 shifts=(0,0)	finite:9	3
3434	twist/M3^k	base3#514 k=2 shifts=(0,0)	finite:9	3
3435	twist/M3^k	base3#515 k=2 shifts=(0,0)	finite:9	5
3436	twist/M3^k	base3#516 k=2 shifts=(0,0)	finite:9	6
3437	twist/M3^k	base3#517 k=2 shifts=(0,0)	finite:9	4
3438	twist/M3^k	base3#518 k=2 shifts=(0,0)	finite:9	4
3439	twist/M3^k	base3#519 k=2 shifts=(0,0)	finite:9	11
3440	twist/M3^k	base3#521 k=2 shifts=(0,0)	finite:9	5
3441	twist/M3^k	base3#523 k=2 shifts=(0,0)	finite:9	6
3442	twist/M3^k	base3#525 k=2 shifts=(0,0)	finite:9	6
3443	twist/M3^k	base3#527 k=2 shifts=(0,0)	finite:9	26
3444	twist/M3^k	base3#527 k=2 shifts=(1,0)	finite:9	7
3445	twist/M3^k	base3#528 k=2 shifts=(0,0)	finite:9	9
3446	twist/M3^k	base3#529 k=2 shifts=(0,0)	finite:9	192
3447	twist/M3^k	base3#529 k=2 shifts=(1,1)	finite:9	168
3448	twist/M3^k	base3#530 k=2 shifts=(0,0)	finite:9	25
3449	twist/M3^k	base3#531 k=2 shifts=(0,0)	finite:9	10
3450	twist/M3^k	base3#532 k=2 shifts=(0,0)	finite:9	116
3451	twist/M3^k	base3#532 k=2 shifts=(1,1)	finite:9	110
3452	twist/M3^k	base3#533 k=2 shifts=(0,0)	finite:9	6
3453	twist/M3^k	base3#534 k=2 shifts=(0,0)	finite:9	54
3454	twist/M3^k	base3#535 k=2 shifts=(0,0)	finite:9	59
3455	twist/M3^k	base3#536 k=2 shifts=(0,0)	finite:9	70
3456	twist/M3^k	base3#537 k=2 shifts=(0,0)	finite:9	8
3457	twist/M3^k	base3#538 k=2 shifts=(0,0)	finite:9	148
3458	twist/M3^k	base3#538 k=2 shifts=(1,0)	finite:9	7
3459	twist/M3^k	base3#539 k=2 shifts=(0,0)	finite:9	10
3460	twist/M3^k	base3#541 k=2 shifts=(0,0)	finite:9	28
3461	twist/M3^k	base3#549 k=2 shifts=(0,0)	finite:9	23
3462	twist/M3^k	base3#551 k=2 shifts=(0,0)	finite:9	9
3463	twist/M3^k	base3#552 k=2 shifts=(0,0)	finite:9	24
3464	twist/M3^k	base3#552 k=2 shifts=(1,0)	finite:9	11
3465	twist/M3^k	base3#554 k=2 shifts=(0,0)	finite:9	4
3466	twist/M3^k	base3#557 k=2 shifts=(0,0)	finite:9	13
3467	twist/M3^k	base3#558 k=2 shifts=(0,0)	finite:9	18
3468	twist/M3^k	base3#558 k=2 shifts=(1,0)	finite:9	7
3469	twist/M3^k	base3#559 k=2 shifts=(0,0)	finite:9	3
3470	twist/M3^k	base3#561 k=2 shifts=(0,0)	finite:9	17
3471	twist/M3^k	base3#562 k=2 shifts=(0,0)	finite:9	4
3472	twist/M3^k	base3#563 k=2 shifts=(0,0)	finite:9	5
3473	twist/M3^k	base3#564 k=2 shifts=(0,0)	finite:9	4
3474	twist/M3^k	base3#565 k=2 shifts=(0,0)	finite:9	21
3475	twist/M3^k	base3#566 k=2 shifts=(0,0)	finite:9	290
3476	twist/M3^k	base3#566 k=2 shifts=(0,1)	finite:9	34
3477	twist/M3^k	base3#566 k=2 shifts=(1,1)	finite:9	181
3478	twist/M3^k	base3#566 k=3 shifts=(1,1)	finite:27	141
3479	twist/M3^k	base3#566 k=3 shifts=(1,2)	finite:27	12
3480	twist/M3^k	base3#567 k=2 shifts=(0,0)	finite:9	16
3481	twist/M3^k	base3#568 k=2 shifts=(0,0)	finite:9	13
3482	twist/M3^k	base3#569 k=2 shifts=(0,0)	finite:9	57
3483	twist/M3^k	base3#571 k=2 shifts=(0,0)	finite:9	56
3484	twist/M3^k	base3#571 k=2 shifts=(1,0)	finite:9	7
3485	twist/M3^k	base3#572 k=2 shifts=(0,0)	finite:9	8
3486	twist/M3^k	base3#573 k=2 shifts=(0,0)	finite:9	71
3487	twist/M3^k	base3#574 k=2 shifts=(0,0)	finite:9	123
3488	twist/M3^k	base3#574 k=2 shifts=(1,0)	finite:9	16
3489	twist/M3^k	base3#575 k=2 shifts=(0,0)	finite:9	11
3490	twist/M3^k	base3#577 k=2 shifts=(0,0)	finite:9	75
3491	twist/M3^k	base3#577 k=2 shifts=(1,0)	finite:9	64
3492	twist/M3^k	base3#578 k=2 shifts=(0,0)	finite:9	15
3493	twist/M3^k	base3#581 k=2 shifts=(0,0)	finite:9	25
3494	twist/M3^k	base3#582 k=2 shifts=(0,0)	finite:9	28
3495	twist/M3^k	base3#583 k=2 shifts=(0,0)	finite:9	21
3496	twist/M3^k	base3#583 k=2 shifts=(1,0)	finite:9	10
3497	twist/M3^k	base3#590 k=2 shifts=(0,0)	finite:9	50
3498	twist/M3^k	base3#590 k=2 shifts=(1,0)	finite:9	20
3499	twist/M3^k	base3#592 k=2 shifts=(0,0)	finite:9	7
3500	twist/M3^k	base3#593 k=2 shifts=(0,0)	finite:9	26
3501	twist/M3^k	base3#593 k=2 shifts=(1,0)	finite:9	10
3502	twist/M3^k	base3#594 k=2 shifts=(0,0)	finite:9	25
3503	twist/M3^k	base3#595 k=2 shifts=(0,0)	finite:9	10
3504	twist/M3^k	base3#596 k=2 shifts=(0,0)	finite:9	81
3505	twist/M3^k	base3#597 k=2 shifts=(0,0)	finite:9	9
3506	twist/M3^k	base3#598 k=2 shifts=(0,0)	finite:9	71
3507	twist/M3^k	base3#598 k=2 shifts=(1,0)	finite:9	68
3508	twist/M3^k	base3#599 k=2 shifts=(0,0)	finite:9	5
3509	twist/M3^k	base3#600 k=2 shifts=(0,0)	finite:9	15
3510	twist/M3^k	base3#601 k=2 shifts=(0,0)	finite:9	4
3511	twist/M3^k	base3#602 k=2 shifts=(0,0)	finite:9	5
3512	twist/M3^k	base3#603 k=2 shifts=(0,0)	finite:9	6
3513	twist/M3^k	base3#604 k=2 shifts=(0,0)	finite:9	9
3514	twist/M3^k	base3#605 k=2 shifts=(0,0)	finite:9	18
3515	twist/M3^k	base3#607 k=2 shifts=(0,0)	finite:9	100
3516	twist/M3^k	base3#607 k=2 shifts=(1,0)	finite:9	75
3517	twist/M3^k	base3#608 k=2 shifts=(0,0)	finite:9	3
3518	twist/M3^k	base3#609 k=2 shifts=(0,0)	finite:9	5
3519	twist/M3^k	base3#610 k=2 shifts=(0,0)	finite:9	4
3520	twist/M3^k	base3#612 k=2 shifts=(0,0)	finite:9	22
3521	twist/M3^k	base3#612 k=2 shifts=(1,0)	finite:9	8
3522	twist/M3^k	base3#615 k=2 shifts=(0,0)	finite:9	6
3523	twist/M3^k	base3#619 k=2 shifts=(0,0)	finite:9	68
3524	twist/M3^k	base3#620 k=2 shifts=(0,0)	finite:9	5
3525	twist/M3^k	base3#621 k=2 shifts=(0,0)	finite:9	312
3526	twist/M3^k	base3#621 k=2 shifts=(0,1)	finite:9	140
3527	twist/M3^k	base3#622 k=2 shifts=(0,0)	finite:9	10
3528	twist/M3^k	base3#623 k=2 shifts=(0,0)	finite:9	32
3529	twist/M3^k	base3#623 k=2 shifts=(1,0)	finite:9	30
3530	twist/M3^k	base3#624 k=2 shifts=(0,0)	finite:9	119
3531	twist/M3^k	base3#624 k=2 shifts=(1,1)	finite:9	98
3532	twist/M3^k	base3#625 k=2 shifts=(0,0)	finite:9	6
3533	twist/M3^k	base3#626 k=2 shifts=(0,0)	finite:9	32
3534	twist/M3^k	base3#628 k=2 shifts=(0,0)	finite:9	32
3535	twist/M3^k	base3#629 k=2 shifts=(0,0)	finite:9	5
3536	twist/M3^k	base3#630 k=2 shifts=(0,0)	finite:9	62
3537	twist/M3^k	base3#631 k=2 shifts=(0,0)	finite:9	105
3538	twist/M3^k	base3#632 k=2 shifts=(0,0)	finite:9	64
3539	twist/M3^k	base3#633 k=2 shifts=(0,0)	finite:9	47
3540	twist/M3^k	base3#634 k=2 shifts=(0,0)	finite:9	38
3541	twist/M3^k	base3#635 k=2 shifts=(0,0)	finite:9	24
3542	twist/M3^k	base3#636 k=2 shifts=(0,0)	finite:9	24
3543	twist/M3^k	base3#637 k=2 shifts=(0,0)	finite:9	71
3544	twist/M3^k	base3#639 k=2 shifts=(0,0)	finite:9	12
3545	twist/M3^k	base3#639 k=2 shifts=(1,0)	finite:9	3
3546	twist/M3^k	base3#639 k=2 shifts=(1,1)	finite:9	5
3547	twist/M3^k	base3#640 k=2 shifts=(0,0)	finite:9	15
3548	twist/M3^k	base3#640 k=2 shifts=(1,0)	finite:9	8
3549	twist/M3^k	base3#640 k=2 shifts=(1,1)	finite:9	6
3550	twist/M3^k	base3#642 k=2 shifts=(0,0)	finite:9	24
3551	twist/M3^k	base3#643 k=2 shifts=(0,0)	finite:9	6
3552	twist/M3^k	base3#643 k=2 shifts=(1,1)	finite:9	3
3553	twist/M3^k	base3#645 k=2 shifts=(0,0)	finite:9	9
3554	twist/M3^k	base3#646 k=2 shifts=(0,0)	finite:9	39
3555	twist/M3^k	base3#647 k=2 shifts=(0,0)	finite:9	26
3556	twist/M3^k	base3#648 k=2 shifts=(0,0)	finite:9	5
3557	twist/M3^k	base3#649 k=2 shifts=(0,0)	finite:9	65
3558	twist/M3^k	base3#649 k=2 shifts=(1,1)	finite:9	24
3559	twist/M3^k	base3#650 k=2 shifts=(0,0)	finite:9	7
3560	twist/M3^k	base3#651 k=2 shifts=(0,0)	finite:9	11
3561	twist/M3^k	base3#652 k=2 shifts=(0,0)	finite:9	9
3562	twist/M3^k	base3#653 k=2 shifts=(0,0)	finite:9	15
3563	twist/M3^k	base3#654 k=2 shifts=(0,0)	finite:9	64
3564	twist/M3^k	base3#655 k=2 shifts=(0,0)	finite:9	12
3565	twist/M3^k	base3#656 k=2 shifts=(0,0)	finite:9	9
3566	twist/M3^k	base3#657 k=2 shifts=(0,0)	finite:9	26
3567	twist/M3^k	base3#658 k=2 shifts=(0,0)	finite:9	5
3568	twist/M3^k	base3#660 k=2 shifts=(0,0)	finite:9	7
3569	twist/M3^k	base3#660 k=2 shifts=(1,0)	finite:9	5
3570	twist/M3^k	base3#661 k=2 shifts=(0,0)	finite:9	10
3571	twist/M3^k	base3#663 k=2 shifts=(0,0)	finite:9	4
3572	twist/M3^k	base3#664 k=2 shifts=(0,0)	finite:9	2
3573	twist/M3^k	base3#665 k=2 shifts=(0,0)	finite:9	6
3574	twist/M3^k	base3#666 k=2 shifts=(0,0)	finite:9	6
